0.000000	1.350558	sil
1.439023	1.958014	phai
2.093660	3.131644	sil
3.196518	3.762690	phai
3.845257	5.184020	sil
5.260689	5.744295	phai
5.809169	6.882539	sil
6.965106	7.489995	phai
7.566664	8.746191	sil
8.828758	9.312364	phai
9.424419	10.804465	sil
10.863442	11.347048	phai
11.447308	12.591449	sil
12.697606	13.322755	phai
14.484589	15.044864	phai
16.277470	16.873131	phai
18.129327	18.612933	phai
19.969389	20.553254	phai
21.844836	22.304852	phai
23.531560	24.109528	phai
25.318543	25.831637	phai
29.022257	29.606122	phai
32.879309	33.433687	phai
34.784245	35.326827	phai
36.559433	37.119708	phai
38.293337	38.865408	phai
40.039037	40.558029	phai
41.979359	42.551429	phai
43.960964	44.479955	phai
45.806923	46.396686	phai
47.759040	48.407780	phai
50.206558	50.731447	phai
52.028927	52.595100	phai
54.582602	55.184161	phai
56.528822	57.100892	phai
58.551710	59.188654	phai
60.710244	61.288212	phai
62.739030	63.281612	phai
64.803202	65.392965	phai
67.769712	68.294601	phai
69.692341	70.258513	phai
72.759110	73.419645	phai
74.823282	75.436636	phai
76.834375	77.441832	phai
78.928035	79.482413	phai
81.027593	81.581971	phai
82.773293	83.345363	phai
84.577969	85.173630	phai
87.102156	87.851155	phai
89.579162	90.204311	phai
92.657727	93.271081	phai
95.677316	96.349646	phai
98.419716	99.198203	phai
101.150320	101.852139	phai
103.821948	104.411712	phai
106.239978	106.859230	phai
108.616725	109.147512	phai
