0.908775	1.363163	di
1.701537	2.252602	di
3.451412	4.041149	di
5.172285	5.771690	di
6.487108	7.018839	di
7.656915	8.111302	di
8.913732	9.368119	di
10.015863	10.566929	di
11.253345	11.881753	di
12.539165	13.041892	di
13.544618	14.163359	di
15.052798	15.671539	di
16.367622	16.947692	di
18.310854	18.861920	di
20.099401	20.660135	di
21.829941	22.371340	di
23.637824	24.188890	di
25.465042	26.016108	di
26.721859	27.166579	di
28.104358	28.645756	di
29.167818	29.757555	di
31.236732	31.787798	di
34.678477	35.316553	di
36.989086	37.511148	di
37.955868	38.535937	di
39.928104	40.575848	di
42.016353	42.490077	di
44.046596	44.587994	di
45.177731	45.699793	di
46.618236	47.149967	di
48.116749	48.571136	di
49.054528	49.634597	di
50.504701	50.959088	di
51.858196	52.370590	di
52.805642	53.356708	di
54.014120	54.536182	di
55.406286	55.938017	di
56.585761	57.204501	di
57.939256	58.519325	di
59.950163	60.559235	di
62.154426	62.753831	di
64.755070	65.354475	di
66.601624	67.046344	di
68.593195	69.037915	di
70.488088	71.193839	di
73.156407	73.610795	di
74.548573	74.993293	di
76.279114	76.665826	di
78.676733	79.121453	di
79.972221	80.416941	di
81.857447	82.418180	di
83.849018	84.274402	di
85.531219	85.956603	di
87.571129	88.025517	di
89.485358	89.891407	di
91.360915	91.853974	di
93.362155	93.768203	di
95.276383	95.924127	di
96.939249	97.403304	di
98.718128	99.220855	di
101.502460	101.889173	di
103.097651	103.755063	di
104.895866	105.359921	di
106.046337	106.665077	di
107.361160	107.902558	di
108.501963	109.024026	di
110.116490	110.628884	di
