0.000000	0.318647	sil
0.331623	0.690641	di
0.703618	0.981893	sil
0.987660	1.335144	di
1.346678	1.630721	sil
1.636488	1.979646	di
1.995506	2.244945	sil
2.253596	2.605405	di
2.615498	2.817355	sil
2.823122	3.170606	di
3.189350	3.395533	sil
3.412835	3.763202	di
3.776179	3.970827	sil
3.983804	4.347147	di
4.361566	4.589376	sil
4.599469	4.952720	di
4.964255	5.180531	sil
5.193507	5.542432	di
5.556851	5.845219	sil
5.855312	6.204237	di
6.217213	6.495489	sil
6.505581	6.851623	di
6.871809	7.174595	sil
7.186130	7.536497	di
7.548032	7.785935	sil
7.798912	8.157930	di
8.172348	8.444856	sil
8.456391	8.828385	di
8.837037	9.105219	sil
9.112428	9.467121	di
9.480097	9.732419	sil
9.743954	10.100088	di
10.114507	10.352410	sil
10.363945	10.721521	di
10.733056	10.947890	sil
10.955099	11.304025	di
11.314117	11.590907	sil
