1.019194	1.438779	trai
2.909403	3.345605	trai
4.878544	5.381215	trai
6.754901	7.216028	trai
9.322261	9.770926	trai
11.067069	11.548969	trai
12.811878	13.297931	trai
14.627309	15.075974	trai
16.326420	16.770931	trai
17.734730	18.166777	trai
20.019598	20.468263	trai
21.768560	22.254614	trai
23.164407	23.671232	trai
24.929987	25.366189	trai
26.828504	27.289632	trai
28.589930	29.046903	trai
30.259960	30.708625	trai
31.365006	31.788745	trai
32.832480	33.283889	trai
34.375090	34.801619	trai
36.030983	36.453957	trai
37.431418	37.854392	trai
39.030899	39.492972	trai
40.676588	41.110225	trai
42.364929	42.809230	trai
44.003509	44.433592	trai
45.738058	46.210794	trai
47.838710	48.322109	trai
49.587476	50.049549	trai
51.179849	51.570833	trai
52.861082	53.301828	trai
54.659609	55.111019	trai
56.710500	57.193899	trai
58.455712	58.932002	trai
60.172489	60.623898	trai
61.871493	62.290913	trai
63.456757	63.861959	trai
65.148653	65.596508	trai
66.790787	67.252859	trai
68.532444	68.994517	trai
69.993304	70.466040	trai
71.791832	72.253904	trai
74.255033	74.724214	trai
75.420877	75.868732	trai
77.333146	77.802327	trai
79.142337	79.565311	trai
80.990627	81.413601	trai
82.771383	83.244118	trai
84.509486	85.014211	trai
86.318677	86.709661	trai
88.035454	88.490417	trai
89.730904	90.207194	trai
91.923971	92.371825	trai
93.651410	94.074384	trai
95.499700	95.926228	trai
97.326663	97.763855	trai
99.025668	99.413098	trai
