0.000000	0.359330	sil
0.370074	0.910860	phai
0.919216	1.233182	sil
1.237958	1.783518	phai
1.790681	2.150011	sil
2.161949	2.711091	phai
2.717060	3.106235	sil
3.113398	3.668509	phai
3.675671	4.039777	sil
4.045746	4.598469	phai
4.608019	4.979287	sil
4.990031	5.551111	phai
5.559468	5.939092	sil
5.952224	6.504948	phai
6.514498	6.835627	sil
6.846371	7.396707	phai
7.405063	7.797819	sil
7.810951	8.375613	phai
8.382775	8.786275	sil
8.795826	9.355712	phai
9.365262	9.763987	sil
9.773538	10.335811	phai
10.346556	10.784676	sil
10.794226	11.340980	phai
11.356500	11.750450	sil
11.757612	12.317499	phai
12.325855	12.679216	sil
12.688766	13.246265	phai
13.253428	13.628277	sil
13.640215	14.206070	phai
14.210845	14.600020	sil
14.609570	15.177813	phai
15.187364	15.584895	sil
15.595639	16.154331	phai
16.162688	16.507692	sil
16.517243	17.069966	phai
17.075935	17.357755	sil
