0.845015	1.152213	trai
2.584655	2.916015	trai
4.496878	4.831690	trai
5.998997	6.326905	trai
7.434891	7.731734	trai
9.671571	10.027092	trai
11.749474	12.080834	trai
13.858443	14.203609	trai
15.929443	16.229738	trai
17.285948	17.603501	trai
18.928941	19.249946	trai
20.520160	20.803196	trai
22.266703	22.584257	trai
23.923503	24.203088	trai
25.794307	26.098054	trai
26.967874	27.268169	trai
28.748934	29.073390	trai
30.208989	30.529994	trai
32.210956	32.535412	trai
34.047242	34.388957	trai
35.635009	35.987079	trai
37.533426	37.861334	trai
39.269614	39.600974	trai
41.005803	41.361325	trai
41.444165	42.990511	sil
43.466841	43.798201	trai
44.029463	45.047705	sil
45.113287	45.437743	trai
46.776990	47.087640	trai
47.239513	49.030928	sil
49.317417	49.634970	trai
49.762682	51.008734	sil
51.195124	51.564452	trai
53.027959	53.369674	trai
53.528450	54.529434	sil
54.605371	54.985054	trai
56.300139	56.634951	trai
56.762662	57.898261	sil
57.956939	58.288299	trai
59.589578	59.869163	trai
60.007229	60.859791	sil
61.066891	61.380993	trai
62.713336	63.027438	trai
63.168956	64.183746	sil
64.394298	64.749820	trai
65.961355	66.309973	trai
66.454943	67.462830	sil
67.569831	67.939160	trai
69.126533	69.513120	trai
69.658090	71.297632	sil
71.556507	71.894770	trai
73.216758	73.541215	trai
73.637862	74.642297	sil
74.759654	75.125530	trai
77.137852	77.451954	trai
77.634892	78.735974	sil
78.856782	79.177787	trai
80.558454	80.913976	trai
82.194544	82.570776	trai
82.726101	83.737439	sil
83.954894	84.324223	trai
85.687631	86.046604	trai
87.375496	87.731018	trai
87.927763	88.939101	sil
89.101330	89.463755	trai
89.588015	90.685645	sil
90.851325	91.196491	trai
92.632385	92.977552	trai
93.112167	94.309895	sil
94.879420	95.221135	trai
96.581092	96.922807	trai
97.060874	98.175762	sil
98.234440	98.583059	trai
99.266489	99.622010	trai
101.575654	101.913917	trai
103.256616	103.619041	trai
103.688074	104.844382	sil
105.003159	105.372487	trai
106.777316	107.156999	trai
109.013996	109.355711	trai
109.500681	110.732926	sil
110.812314	111.167836	trai
