1.657960	2.009420	thang
3.464076	3.781366	thang
5.213329	5.511094	thang
7.078022	7.390431	thang
8.830442	9.172140	thang
11.002662	11.344360	thang
13.209053	13.531225	thang
15.078627	15.410561	thang
17.045828	17.372882	thang
18.915402	19.237574	thang
20.619009	20.926537	thang
22.688720	22.976722	thang
24.460666	24.782838	thang
26.476682	26.828142	thang
28.380426	28.712360	thang
30.879699	31.201871	thang
32.837138	33.139785	thang
34.965426	35.272954	thang
36.805712	37.108358	thang
38.582539	38.890067	thang
40.408181	40.715709	thang
42.375383	42.692673	thang
45.138252	45.440898	thang
46.910198	47.188437	thang
48.643093	48.940858	thang
50.468734	50.771381	thang
52.806922	53.119331	thang
55.921251	56.238542	thang
58.049539	58.361949	thang
60.031385	60.324269	thang
61.969299	62.267064	thang
63.853517	64.121994	thang
64.912779	65.254477	thang
67.075237	67.373002	thang
67.743988	69.110778	sil
69.550104	69.862513	thang
71.527069	71.815071	thang
73.543084	73.831087	thang
75.646965	75.915442	thang
77.570235	77.868000	thang
79.029771	79.361706	thang
80.381918	80.674801	thang
81.992778	82.280780	thang
83.130142	83.437670	thang
85.292600	85.614772	thang
87.245158	87.577093	thang
89.231885	89.515006	thang
91.277189	91.560310	thang
93.239510	93.537275	thang
95.187186	95.504477	thang
97.339881	97.647409	thang
99.804985	100.063699	thang
101.210826	101.474422	thang
103.182910	103.446505	thang
104.569226	104.818177	thang
106.565716	106.848837	thang
107.859285	108.157050	thang
110.465950	110.739308	thang
112.037759	112.330642	thang
113.834112	114.107470	thang
114.327133	116.479827	sil
116.587218	116.855695	thang
118.432385	118.661811	thang
