0.000000	0.390612	sil
0.412096	1.015591	trai
1.027310	1.580026	sil
1.589791	2.193287	trai
2.206958	2.640538	sil
2.659224	3.264260	trai
3.279356	3.754327	sil
3.767247	4.401315	trai
4.405960	4.801962	sil
4.820543	5.432546	trai
5.439514	5.890097	sil
5.904033	6.513713	trai
6.525326	6.963135	sil
6.971264	7.583268	trai
7.592558	8.024561	sil
8.035012	8.652822	trai
8.671403	9.262503	sil
9.272955	9.890764	trai
9.898893	10.282121	sil
10.291412	10.908060	trai
10.916189	11.427160	sil
11.439934	12.057744	trai
12.069357	12.400327	sil
12.410778	13.019298	trai
13.029749	13.458268	sil
13.469881	14.081884	trai
14.091175	14.504596	sil
14.516209	15.130535	trai
15.139826	15.528860	sil
15.538150	16.143186	trai
16.151315	16.565898	sil
16.576350	17.186031	trai
17.195321	17.575065	sil
17.583194	18.192875	trai
18.203326	18.541769	sil
