0.000000	0.340494	sil
0.348553	0.898581	re
0.910669	1.492934	sil
1.500993	2.053036	re
2.065124	2.578887	sil
2.588960	3.141003	re
3.153092	3.590294	sil
3.598353	4.154425	re
4.168528	4.704453	sil
4.714527	5.274629	re
5.284703	5.697728	sil
5.705787	6.265889	re
6.279992	6.799799	sil
6.807858	7.369974	re
7.382063	7.972386	sil
7.984475	8.542562	re
8.554651	9.102664	sil
9.112738	9.666795	re
9.680899	10.114071	sil
10.132204	10.686262	re
10.700365	11.157714	sil
11.169803	11.731919	re
11.744008	12.247697	sil
12.257771	12.809813	re
12.823917	13.408196	sil
13.418270	13.990460	re
14.000534	14.439750	sil
14.451839	15.003882	re
15.013956	15.612338	sil
15.636515	16.192587	re
16.204676	16.766793	sil
16.778881	17.328909	re
17.345027	17.818495	sil
17.826554	18.378597	re
18.388671	18.914522	sil
18.932654	19.490742	re
19.506860	19.954135	sil
19.966224	20.518267	re
20.528341	20.899056	sil
20.915174	21.461172	re
21.473261	21.827234	sil
